dataset,prop_budget,seed,mean_width,coverage
bbh+gpqa+ifeval+math+musr,0.475,12,0.01505957543849945,0.9443942133815552
bbh+gpqa+ifeval+math+musr,0.475,13,0.015067843720316887,0.945750452079566
bbh+gpqa+ifeval+math+musr,0.475,14,0.015048419125378132,0.945750452079566
bbh+gpqa+ifeval+math+musr,0.475,15,0.015052657574415207,0.9425858951175407
bbh+gpqa+ifeval+math+musr,0.475,16,0.015061748214066029,0.9448462929475587
bbh+gpqa+ifeval+math+musr,0.475,17,0.015049225650727749,0.9430379746835442
bbh+gpqa+ifeval+math+musr,0.475,18,0.015069213695824146,0.9552441229656419
bbh+gpqa+ifeval+math+musr,0.475,19,0.015032518655061722,0.9489150090415913
bbh+gpqa+ifeval+math+musr,0.475,20,0.015060540288686752,0.9489150090415913
bbh+gpqa+ifeval+math+musr,0.475,21,0.015042738057672977,0.951627486437613
bbh+gpqa+ifeval+math+musr,0.475,22,0.015070286579430103,0.9466546112115732
bbh+gpqa+ifeval+math+musr,0.475,23,0.015054690651595592,0.9570524412296564
bbh+gpqa+ifeval+math+musr,0.475,24,0.01504245214164257,0.9475587703435805
bbh+gpqa+ifeval+math+musr,0.475,25,0.015039747580885887,0.9443942133815552
bbh+gpqa+ifeval+math+musr,0.475,26,0.015050879679620266,0.9498191681735986
bbh+gpqa+ifeval+math+musr,0.475,27,0.015061655081808567,0.9556962025316456
bbh+gpqa+ifeval+math+musr,0.475,28,0.015052161179482937,0.9493670886075949
bbh+gpqa+ifeval+math+musr,0.475,29,0.015063660219311714,0.9529837251356238
bbh+gpqa+ifeval+math+musr,0.475,30,0.015047268941998482,0.9547920433996383
bbh+gpqa+ifeval+math+musr,0.475,31,0.01507285051047802,0.9480108499095841
bbh+gpqa+ifeval+math+musr,0.475,32,0.01505980733782053,0.945750452079566
bbh+gpqa+ifeval+math+musr,0.5,0,0.014569348655641079,0.9511754068716094
bbh+gpqa+ifeval+math+musr,0.5,1,0.01455189473927021,0.9448462929475587
bbh+gpqa+ifeval+math+musr,0.5,2,0.014605196192860603,0.9448462929475587
bbh+gpqa+ifeval+math+musr,0.5,3,0.014554535038769245,0.9529837251356238
bbh+gpqa+ifeval+math+musr,0.5,4,0.014575623907148838,0.9493670886075949
bbh+gpqa+ifeval+math+musr,0.5,5,0.0146157406270504,0.9525316455696202
bbh+gpqa+ifeval+math+musr,0.5,6,0.014554005116224289,0.9430379746835442
bbh+gpqa+ifeval+math+musr,0.5,7,0.014573142863810062,0.9425858951175407
bbh+gpqa+ifeval+math+musr,0.5,8,0.014556724578142166,0.9498191681735986
bbh+gpqa+ifeval+math+musr,0.5,9,0.01455945149064064,0.9493670886075949
bbh+gpqa+ifeval+math+musr,0.5,10,0.014577312394976616,0.9556962025316456
bbh+gpqa+ifeval+math+musr,0.5,11,0.014563021250069141,0.9520795660036167
bbh+gpqa+ifeval+math+musr,0.5,12,0.014568016864359379,0.951627486437613
bbh+gpqa+ifeval+math+musr,0.5,13,0.014620189554989338,0.9502712477396021
bbh+gpqa+ifeval+math+musr,0.5,14,0.01456766203045845,0.9534358047016275
bbh+gpqa+ifeval+math+musr,0.5,15,0.014542188495397568,0.9466546112115732
bbh+gpqa+ifeval+math+musr,0.5,16,0.014545651152729988,0.9489150090415913
bbh+gpqa+ifeval+math+musr,0.5,17,0.01457169558852911,0.9507233273056057
bbh+gpqa+ifeval+math+musr,0.5,18,0.01458702702075243,0.9556962025316456
bbh+gpqa+ifeval+math+musr,0.5,19,0.01451991405338049,0.9439421338155515
bbh+gpqa+ifeval+math+musr,0.5,20,0.014546800404787064,0.9498191681735986
bbh+gpqa+ifeval+math+musr,0.5,21,0.014556121081113815,0.9403254972875226
bbh+gpqa+ifeval+math+musr,0.5,22,0.014571062289178371,0.9443942133815552
bbh+gpqa+ifeval+math+musr,0.5,23,0.014563835225999355,0.9525316455696202
bbh+gpqa+ifeval+math+musr,0.5,24,0.014546604827046394,0.9525316455696202
bbh+gpqa+ifeval+math+musr,0.5,25,0.014546213671565056,0.9452983725135623
bbh+gpqa+ifeval+math+musr,0.5,26,0.014557202346622944,0.9475587703435805
bbh+gpqa+ifeval+math+musr,0.5,27,0.014602349139750004,0.9561482820976491
bbh+gpqa+ifeval+math+musr,0.5,28,0.014570074155926704,0.939873417721519
bbh+gpqa+ifeval+math+musr,0.5,29,0.014581525698304176,0.9507233273056057
bbh+gpqa+ifeval+math+musr,0.5,30,0.014523854479193687,0.9556962025316456
bbh+gpqa+ifeval+math+musr,0.5,31,0.014596804976463318,0.9412296564195298
bbh+gpqa+ifeval+math+musr,0.5,32,0.014614919200539589,0.9480108499095841
bbh+gpqa+ifeval+math+musr,0.45,0,0.015537231229245663,0.9475587703435805
bbh+gpqa+ifeval+math+musr,0.45,1,0.015493438579142094,0.9466546112115732
bbh+gpqa+ifeval+math+musr,0.45,2,0.01553003303706646,0.9448462929475587
bbh+gpqa+ifeval+math+musr,0.45,3,0.015520510263741016,0.9466546112115732
bbh+gpqa+ifeval+math+musr,0.45,4,0.015525849536061287,0.9511754068716094
bbh+gpqa+ifeval+math+musr,0.45,5,0.015523438341915607,0.9529837251356238
bbh+gpqa+ifeval+math+musr,0.45,6,0.015519499778747559,0.9556962025316456
bbh+gpqa+ifeval+math+musr,0.45,7,0.01552246231585741,0.9507233273056057
bbh+gpqa+ifeval+math+musr,0.45,8,0.015506853349506855,0.9439421338155515
bbh+gpqa+ifeval+math+musr,0.45,9,0.015512132085859776,0.9498191681735986
bbh+gpqa+ifeval+math+musr,0.45,10,0.015517323277890682,0.9439421338155515
bbh+gpqa+ifeval+math+musr,0.45,11,0.015518639236688614,0.9525316455696202
bbh+gpqa+ifeval+math+musr,0.45,12,0.0155229102820158,0.9452983725135623
bbh+gpqa+ifeval+math+musr,0.45,13,0.015527097508311272,0.9475587703435805
bbh+gpqa+ifeval+math+musr,0.45,14,0.01550891064107418,0.945750452079566
bbh+gpqa+ifeval+math+musr,0.45,15,0.015513948164880276,0.9439421338155515
bbh+gpqa+ifeval+math+musr,0.45,16,0.015522412024438381,0.9462025316455696
bbh+gpqa+ifeval+math+musr,0.45,17,0.015509659424424171,0.9462025316455696
bbh+gpqa+ifeval+math+musr,0.45,18,0.01552953477948904,0.9525316455696202
bbh+gpqa+ifeval+math+musr,0.45,19,0.015493974089622498,0.951627486437613
bbh+gpqa+ifeval+math+musr,0.45,20,0.015521921217441559,0.9471066907775768
bbh+gpqa+ifeval+math+musr,0.45,21,0.01550369244068861,0.9471066907775768
bbh+gpqa+ifeval+math+musr,0.45,22,0.015535830520093441,0.9475587703435805
bbh+gpqa+ifeval+math+musr,0.45,23,0.015520154498517513,0.9561482820976491
bbh+gpqa+ifeval+math+musr,0.45,24,0.015505954623222351,0.9566003616636528
bbh+gpqa+ifeval+math+musr,0.45,25,0.015500705689191818,0.9448462929475587
bbh+gpqa+ifeval+math+musr,0.45,26,0.015514234080910683,0.9484629294755876
bbh+gpqa+ifeval+math+musr,0.45,27,0.015521504916250706,0.9552441229656419
bbh+gpqa+ifeval+math+musr,0.45,28,0.015513832680881023,0.9475587703435805
bbh+gpqa+ifeval+math+musr,0.45,29,0.015526756644248962,0.9552441229656419
bbh+gpqa+ifeval+math+musr,0.45,30,0.015510592609643936,0.9543399638336347
bbh+gpqa+ifeval+math+musr,0.45,31,0.015536986291408539,0.9480108499095841
bbh+gpqa+ifeval+math+musr,0.45,32,0.015522689558565617,0.9498191681735986
bbh+gpqa+ifeval+math+musr,0.475,0,0.015074150636792183,0.9529837251356238
bbh+gpqa+ifeval+math+musr,0.475,1,0.015034211799502373,0.9489150090415913
bbh+gpqa+ifeval+math+musr,0.475,2,0.01506577804684639,0.9475587703435805
bbh+gpqa+ifeval+math+musr,0.475,3,0.015057538636028767,0.9471066907775768
bbh+gpqa+ifeval+math+musr,0.475,4,0.015062934719026089,0.9462025316455696
bbh+gpqa+ifeval+math+musr,0.475,5,0.01506008394062519,0.9556962025316456
bbh+gpqa+ifeval+math+musr,0.475,6,0.015055961906909943,0.9502712477396021
bbh+gpqa+ifeval+math+musr,0.475,7,0.015059414319694042,0.9484629294755876
bbh+gpqa+ifeval+math+musr,0.475,8,0.015048365108668804,0.9448462929475587
bbh+gpqa+ifeval+math+musr,0.475,9,0.015050907619297504,0.9471066907775768
bbh+gpqa+ifeval+math+musr,0.475,10,0.015056433156132698,0.9448462929475587
bbh+gpqa+ifeval+math+musr,0.475,11,0.015057573094964027,0.9489150090415913
bbh+gpqa+ifeval+math+musr,0.475,12,0.01505957543849945,0.9443942133815552
bbh+gpqa+ifeval+math+musr,0.475,13,0.015067843720316887,0.945750452079566
bbh+gpqa+ifeval+math+musr,0.475,14,0.015048419125378132,0.945750452079566
bbh+gpqa+ifeval+math+musr,0.475,15,0.015052657574415207,0.9425858951175407
bbh+gpqa+ifeval+math+musr,0.475,16,0.015061748214066029,0.9448462929475587
bbh+gpqa+ifeval+math+musr,0.475,17,0.015049225650727749,0.9430379746835442
bbh+gpqa+ifeval+math+musr,0.475,18,0.015069213695824146,0.9552441229656419
bbh+gpqa+ifeval+math+musr,0.475,19,0.015032518655061722,0.9489150090415913
bbh+gpqa+ifeval+math+musr,0.475,20,0.015060540288686752,0.9489150090415913
bbh+gpqa+ifeval+math+musr,0.475,21,0.015042738057672977,0.951627486437613
bbh+gpqa+ifeval+math+musr,0.475,22,0.015070286579430103,0.9466546112115732
bbh+gpqa+ifeval+math+musr,0.475,23,0.015054690651595592,0.9570524412296564
bbh+gpqa+ifeval+math+musr,0.475,24,0.01504245214164257,0.9475587703435805
bbh+gpqa+ifeval+math+musr,0.475,25,0.015039747580885887,0.9443942133815552
bbh+gpqa+ifeval+math+musr,0.475,26,0.015050879679620266,0.9498191681735986
bbh+gpqa+ifeval+math+musr,0.475,27,0.015061655081808567,0.9556962025316456
bbh+gpqa+ifeval+math+musr,0.475,28,0.015052161179482937,0.9493670886075949
bbh+gpqa+ifeval+math+musr,0.475,29,0.015063660219311714,0.9529837251356238
bbh+gpqa+ifeval+math+musr,0.475,30,0.015047268941998482,0.9547920433996383
bbh+gpqa+ifeval+math+musr,0.475,31,0.01507285051047802,0.9480108499095841
bbh+gpqa+ifeval+math+musr,0.475,32,0.01505980733782053,0.945750452079566
bbh+gpqa+ifeval+math+musr,0.5,0,0.014569348655641079,0.9511754068716094
bbh+gpqa+ifeval+math+musr,0.5,1,0.01455189473927021,0.9448462929475587
bbh+gpqa+ifeval+math+musr,0.5,2,0.014605196192860603,0.9448462929475587
bbh+gpqa+ifeval+math+musr,0.5,3,0.014554535038769245,0.9529837251356238
bbh+gpqa+ifeval+math+musr,0.5,4,0.014575623907148838,0.9493670886075949
bbh+gpqa+ifeval+math+musr,0.5,5,0.0146157406270504,0.9525316455696202
bbh+gpqa+ifeval+math+musr,0.5,6,0.014554005116224289,0.9430379746835442
bbh+gpqa+ifeval+math+musr,0.5,7,0.014573142863810062,0.9425858951175407
bbh+gpqa+ifeval+math+musr,0.5,8,0.014556724578142166,0.9498191681735986
bbh+gpqa+ifeval+math+musr,0.5,9,0.01455945149064064,0.9493670886075949
bbh+gpqa+ifeval+math+musr,0.5,10,0.014577312394976616,0.9556962025316456
bbh+gpqa+ifeval+math+musr,0.5,11,0.014563021250069141,0.9520795660036167
bbh+gpqa+ifeval+math+musr,0.5,12,0.014568016864359379,0.951627486437613
bbh+gpqa+ifeval+math+musr,0.5,13,0.014620189554989338,0.9502712477396021
bbh+gpqa+ifeval+math+musr,0.5,14,0.01456766203045845,0.9534358047016275
bbh+gpqa+ifeval+math+musr,0.5,15,0.014542188495397568,0.9466546112115732
bbh+gpqa+ifeval+math+musr,0.5,16,0.014545651152729988,0.9489150090415913
bbh+gpqa+ifeval+math+musr,0.5,17,0.01457169558852911,0.9507233273056057
bbh+gpqa+ifeval+math+musr,0.5,18,0.01458702702075243,0.9556962025316456
bbh+gpqa+ifeval+math+musr,0.5,19,0.01451991405338049,0.9439421338155515
bbh+gpqa+ifeval+math+musr,0.5,20,0.014546800404787064,0.9498191681735986
bbh+gpqa+ifeval+math+musr,0.5,21,0.014556121081113815,0.9403254972875226
bbh+gpqa+ifeval+math+musr,0.5,22,0.014571062289178371,0.9443942133815552
bbh+gpqa+ifeval+math+musr,0.5,23,0.014563835225999355,0.9525316455696202
bbh+gpqa+ifeval+math+musr,0.5,24,0.014546604827046394,0.9525316455696202
bbh+gpqa+ifeval+math+musr,0.5,25,0.014546213671565056,0.9452983725135623
bbh+gpqa+ifeval+math+musr,0.5,26,0.014557202346622944,0.9475587703435805
bbh+gpqa+ifeval+math+musr,0.5,27,0.014602349139750004,0.9561482820976491
bbh+gpqa+ifeval+math+musr,0.5,28,0.014570074155926704,0.939873417721519
bbh+gpqa+ifeval+math+musr,0.5,29,0.014581525698304176,0.9507233273056057
bbh+gpqa+ifeval+math+musr,0.5,30,0.014523854479193687,0.9556962025316456
bbh+gpqa+ifeval+math+musr,0.5,31,0.014596804976463318,0.9412296564195298
bbh+gpqa+ifeval+math+musr,0.5,32,0.014614919200539589,0.9480108499095841
mmlu-pro,0.45,0,0.011359531432390213,0.9521012200632626
mmlu-pro,0.45,1,0.01135370135307312,0.9480343425214641
mmlu-pro,0.45,2,0.011352545581758022,0.9457749661093539
mmlu-pro,0.45,3,0.01132296584546566,0.9362855851784908
mmlu-pro,0.45,4,0.011348736472427845,0.9502937189335744
mmlu-pro,0.45,5,0.011343899182975292,0.9448712155445097
mmlu-pro,0.45,6,0.011364874430000782,0.9448712155445097
mmlu-pro,0.45,7,0.011329556815326214,0.9430637144148215
mmlu-pro,0.45,8,0.01133769378066063,0.9511974694984184
mmlu-pro,0.45,9,0.011336861178278923,0.9502937189335744
mmlu-pro,0.45,10,0.011343068443238735,0.9530049706281066
mmlu-pro,0.45,11,0.011330921202898026,0.9493899683687302
mmlu-pro,0.45,12,0.011361325159668922,0.9530049706281066
mmlu-pro,0.45,13,0.011340834200382233,0.9385449615906011
mmlu-pro,0.45,14,0.01136607676744461,0.9444193402620877
mmlu-pro,0.45,15,0.011356741189956665,0.9493899683687302
mmlu-pro,0.45,16,0.011320440098643303,0.9516493447808405
mmlu-pro,0.45,17,0.011357988230884075,0.9543605964753729
mmlu-pro,0.45,18,0.011341082863509655,0.9417080885675554
mmlu-pro,0.45,19,0.01135176420211792,0.9570718481699051
mmlu-pro,0.45,20,0.011357073672115803,0.9593312245820154
mmlu-pro,0.45,21,0.011333237402141094,0.9484862178038862
mmlu-pro,0.45,22,0.011345459148287773,0.9511974694984184
mmlu-pro,0.45,23,0.011368781328201294,0.9539087211929508
mmlu-pro,0.45,24,0.011360390111804008,0.94713059195662
mmlu-pro,0.45,25,0.011348544619977474,0.9539087211929508
mmlu-pro,0.45,26,0.011355687864124775,0.94713059195662
mmlu-pro,0.45,27,0.011353183537721634,0.9480343425214641
mmlu-pro,0.45,28,0.011341330595314503,0.9552643470402169
mmlu-pro,0.45,29,0.011361600831151009,0.9480343425214641
mmlu-pro,0.45,30,0.011354584246873856,0.9453230908269318
mmlu-pro,0.45,31,0.011347002349793911,0.9484862178038862
mmlu-pro,0.45,32,0.011367030441761017,0.9507455942159965
mmlu-pro,0.475,0,0.011019961908459663,0.9552643470402169
mmlu-pro,0.475,1,0.011015466414391994,0.9493899683687302
mmlu-pro,0.475,2,0.011012164875864983,0.9435155896972436
mmlu-pro,0.475,3,0.010991117917001247,0.9412562132851333
mmlu-pro,0.475,4,0.011012399569153786,0.9530049706281066
mmlu-pro,0.475,5,0.011006304062902927,0.9399005874378672
mmlu-pro,0.475,6,0.011022298596799374,0.946678716674198
mmlu-pro,0.475,7,0.010994674637913704,0.9421599638499775
mmlu-pro,0.475,8,0.011001301929354668,0.9484862178038862
mmlu-pro,0.475,9,0.010998832061886787,0.9525530953456847
mmlu-pro,0.475,10,0.011004491709172726,0.9480343425214641
mmlu-pro,0.475,11,0.010997024364769459,0.94713059195662
mmlu-pro,0.475,12,0.011020825244486332,0.9516493447808405
mmlu-pro,0.475,13,0.011006049811840057,0.9408043380027112
mmlu-pro,0.475,14,0.011030838824808598,0.9421599638499775
mmlu-pro,0.475,15,0.011020027101039886,0.9489380930863082
mmlu-pro,0.475,16,0.010984924621880054,0.9534568459105287
mmlu-pro,0.475,17,0.011024821549654007,0.955716222322639
mmlu-pro,0.475,18,0.011012419126927853,0.9426118391323995
mmlu-pro,0.475,19,0.01101461797952652,0.9588793492995934
mmlu-pro,0.475,20,0.01101917214691639,0.9530049706281066
mmlu-pro,0.475,21,0.011000379920005798,0.9493899683687302
mmlu-pro,0.475,22,0.011006565764546394,0.9493899683687302
mmlu-pro,0.475,23,0.011032537557184696,0.9493899683687302
mmlu-pro,0.475,24,0.011023572646081448,0.9534568459105287
mmlu-pro,0.475,25,0.011007861234247684,0.9516493447808405
mmlu-pro,0.475,26,0.011017688550055027,0.947582467239042
mmlu-pro,0.475,27,0.011020626872777939,0.9480343425214641
mmlu-pro,0.475,28,0.011001095175743103,0.9534568459105287
mmlu-pro,0.475,29,0.011023389175534248,0.9502937189335744
mmlu-pro,0.475,30,0.011019084602594376,0.9453230908269318
mmlu-pro,0.475,31,0.011012674309313297,0.9480343425214641
mmlu-pro,0.475,32,0.011026924476027489,0.9525530953456847
mmlu-pro,0.5,0,0.01071256399154663,0.9507455942159965
mmlu-pro,0.5,1,0.01070498488843441,0.9462268413917759
mmlu-pro,0.5,2,0.010705919936299324,0.9462268413917759
mmlu-pro,0.5,3,0.010682917200028896,0.9412562132851333
mmlu-pro,0.5,4,0.010703704319894314,0.9534568459105287
mmlu-pro,0.5,5,0.010694527998566628,0.9421599638499775
mmlu-pro,0.5,6,0.010722733102738857,0.9435155896972436
mmlu-pro,0.5,7,0.010686170309782028,0.9457749661093539
mmlu-pro,0.5,8,0.01069420762360096,0.9502937189335744
mmlu-pro,0.5,9,0.010690095834434032,0.9480343425214641
mmlu-pro,0.5,10,0.01069724652916193,0.9507455942159965
mmlu-pro,0.5,11,0.010688481852412224,0.94713059195662
mmlu-pro,0.5,12,0.010716059245169163,0.9502937189335744
mmlu-pro,0.5,13,0.010693269781768322,0.9421599638499775
mmlu-pro,0.5,14,0.010717334225773811,0.947582467239042
mmlu-pro,0.5,15,0.010712097398936749,0.9453230908269318
mmlu-pro,0.5,16,0.010678345337510109,0.947582467239042
mmlu-pro,0.5,17,0.010713545605540276,0.9534568459105287
mmlu-pro,0.5,18,0.010700693354010582,0.9457749661093539
mmlu-pro,0.5,19,0.010702602565288544,0.956168097605061
mmlu-pro,0.5,20,0.010708323679864407,0.955716222322639
mmlu-pro,0.5,21,0.010690398514270782,0.946678716674198
mmlu-pro,0.5,22,0.010698347352445126,0.9457749661093539
mmlu-pro,0.5,23,0.01071886159479618,0.9511974694984184
mmlu-pro,0.5,24,0.010712337680161,0.9552643470402169
mmlu-pro,0.5,25,0.010704279877245426,0.956168097605061
mmlu-pro,0.5,26,0.010710357688367367,0.9489380930863082
mmlu-pro,0.5,27,0.010714503936469555,0.9484862178038862
mmlu-pro,0.5,28,0.010689995251595974,0.9570718481699051
mmlu-pro,0.5,29,0.010709486901760101,0.9480343425214641
mmlu-pro,0.5,30,0.010709637776017189,0.9498418436511523
mmlu-pro,0.5,31,0.010705946944653988,0.9439674649796657
mmlu-pro,0.5,32,0.010718373581767082,0.9552643470402169
